"Ebene";"OE";"Art";"FB";"Menge";"Verfügbar";"Menge Ist";"Ausstattung | Hersteller | Typ";"Sachnummer";"Inventar Nr";"Gerätenr.";"Status"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 6 mm Ø, HSS, kurz";"5133T22968";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 6,5 mm Ø, HSS, kurz";"5133T22969";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 7 mm Ø, HSS, kurz";"5133T22970";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 7,5 mm Ø, HSS, kurz";"5133T22971";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 8 mm Ø, HSS, kurz";"5133T22972";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 8,5 mm Ø, HSS, kurz";"5133T22973";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 9 mm Ø, HSS, kurz";"5133T22974";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 9,5 mm Ø, HSS, kurz";"5133T22975";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 10 mm Ø, HSS, kurz";"5133T22976";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 10,5 mm Ø, HSS, kurz";"5133T22977";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 11 mm Ø, HSS, kurz";"5133T22978";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 11,5 mm Ø, HSS, kurz";"5133T22979";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 12 mm Ø, HSS, kurz";"5133T22980";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 12,5 mm Ø, HSS, kurz";"5133T22981";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 13 mm Ø, HSS, kurz";"5133T22982";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Stahlblechkasten zur Aufnahme der Spiralbohrer Metall";"5133T22983";"---------------";"--------------------";"A"
3;"";"Satz";"";"1";"1";"";"    Schraubendrehereinsätze (Bits), DIN 5261 (SE)";"5180T22997";"0052-S005601";" ";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz (Bit), Längsschlitz, 0,5 x 4 mm";"5180T22980";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz (Bit), Längsschlitz, 0,8 x 5,5 mm";"5180T22981";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz (Bit), Längsschlitz, 1,2 x 8 mm";"5180T22982";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Ph-Kreuzschlitz, Größe 1";"5180T22983";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Ph-Kreuzschlitz, Größe 2";"5180T22984";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Ph-Kreuzschlitz, Größe 3";"5180T22985";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Pz-Kreuzschlitz, Größe 1";"5180T22986";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Pz-Kreuzschlitz, Größe 2";"5180T22987";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Schraubendrehereinsatz, Pz-Kreuzschlitz, Größe 3";"5180T22988";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Universalhalter für Bits, magnetisch";"5180T22989";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Bit-Box zur Aufnahme von Schraubendrehereinsätze";"5180T22990";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    SDS-Bohrer, Stein, 12mm Ø, 400-450mm Nutzlänge";"5133T22942";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    SDS-Bohrer, Stein, 14mm Ø, 400-450mm Nutzlänge";"5133T22943";"---------------";"--------------------";"A"
3;"";"Gwm";"";"1 ";"1";"1";"    Flachmeißel, SDS-Schaft, 250 mm lg";"5133T22990";"---------------";"--------------------";"A"
1;"";"Pos";"";"1";"1";"";"Trennschleifer,Motor; tragbar (SE)";"5130T22016";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Trennschleifer,Motor; tragbar (SE)";"5130T22016";"0758-S000166";" ";"V"
3;"";"Satz";"";"1";"0";"";"    Trennschleifer;Motor;  Reparaturset (SE)";"3695T22016";"";"";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Zündkerze";"2920T22217";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Luftfilter, Motortrennschleifer";"2940T22199";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Keilriemen; Motortrennschleifer";"3030T22202";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Dichtungen; Motortrennschleifer";"5330T22226";"---------------";"--------------------";"F"
4;"";"Gwm";"";"0 ";"0";"1";"      Tragetasche E-Teile Motortrennschleifer";"8105T22700";"---------------";"--------------------";"F"
3;"";"Teil";"";"1";"1";"";"    Trennschleifer, Motor; tragbar | STIHL | TS350AV";"5130T22930";"0758-000167";"5459269";"V"
3;"";"Satz";"";"1";"1";"";"    Werkzeugsatz Motortrennschleifer (SE)";"5180T22110";"0758-S000168";" ";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Platzhalter";"0000T00000";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Trennschleifscheibe, 300 mm für Asphalt";"5130T22935";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Trennschleifscheibe, 300 mm für Metall";"5130T22936";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Trennschleifscheibe, 300 mm  für Stein";"5130T22937";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Schnelleinfüllsystem Kraftstoff";"7240T00002";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Kanister Kunststoff mit UN-Nummer, 5 l-Inhalt";"7240T22551";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Motortrennschleifer";"7610T22645";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Schürze, Schweißer, Rindsspaltleder";"8415T22790";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Heber, hydraulisch, Handbetrieb, 100 kN (SE)";"5130T22017";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Heber, hydraulisch, Handbetrieb, 100 kN (SE)";"5130T22017";"0758-S000004";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Heber, hydraulisch  100 kN | LEHMANN | HERCULES";"5120T22721";"0510-000347";"1204";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Fußplatte für Heber 100kN";"5120T22727";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Säbelsäge, eli (SE)";"5130T22018";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Säbelsäge, eli (SE)";"5130T22018";"0596-S001072";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Säbelsäge, eli; ca. 1000 W, 230 V | HILTI | WSR 1200 PE";"5130T22928";"0596-001050";"4396502";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Sägeblatt für Säbelsäge, Glas schwer 200mm lg";"5110T00028";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Sägeblatt für Säbelsäge, Glas  200mm lg";"5110T00029";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    BI-Metallsägeblatt für Säbelsäge, 200mm lg";"5110T22538";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Holzsägeblatt für Säbelsäge, 250 mm lg";"5110T22642";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Holzsägeblatt für Säbelsäge, 150 mm lg";"5110T22643";"---------------";"--------------------";"V"
3;"";"Gwm";"";"5 ";"5";"5";"    Kunststoffsägeblatt für Säbelsäge; 250 mm lg";"5110T22644";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Säbelsäge";"7610T22018";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Bohr- und Aufbrechhammer 1000 W, 230 V (SE)";"5130T22019";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Bohr- und Aufbrechhammer 1000 W, 230 V (SE)";"5130T22019";"0758-S000170";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Bohr- und Aufbrechhammer 1000 W, 230 V | WACKER | EHUB 10 y 220";"5130T22919";"0758-000171";"B 52821933";"V"
3;"";"Gwm";"";"3 ";"3";"3";"    Spitzeisen 230 mm Nutzlänge";"5110T22627";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Einmaulschlüssel 19 mm SW";"5120T22689";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Sechskantstiftschlüssel, L-Griff, 5 mm SW";"5120T22837";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Flachmeißel, 230 mm Nutzlänge";"5130T22319";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Wendelbohrer, 550 mm Nutzlänge, 35 mm Ø";"5133T22944";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Wendelbohrer, min. 270 mm Nutzlänge, 35 mm Ø";"5133T22945";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Transportkasten Bohr- und Aufbrechhammer";"5140T22976";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Bohr- und Aufbrechhammer";"7610T22639";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Hebe-/Pressgerät, hydraulisch 150 kN (SE)";"5130T22021";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Hebe-/Pressgerät, hydraulisch 150 kN (SE)";"5130T22021";"0052-S006539";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Hydraulik-Handpumpe, 630 bar Arbeitsdruck | LUKAS | NN (s. Beschreibung)";"4320T22487";"0052-006505";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauch 5 m lg | LUKAS | NN";"4720T22508";"0052-006507";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauch 5 m lg | LUKAS | NN";"4720T22508";"0052-006506";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauch 2 m lg | NN | NN";"4720T22514";"0052-006508";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Zweiwegeverteiler mit Regulierventil | LUKAS | NN";"4820T22527";"0052-006509";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Ausgleichsplatte, für Hydrozylinder 150kN";"5120T22722";"0052-006510";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Ausgleichsplatte, für Hydrozylinder 150kN";"5120T22722";"0052-006511";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Prismenvorsatz, für Hydrozylinder 150kN";"5120T22731";"0052-006512";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Prismenvorsatz, für Hydrozylinder 150kN";"5120T22731";"0052-006513";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Hydrozylinder 150 kN Hubkraft, 630 bar Arbeitsdruck | LUKAS | HP20-150";"5130T22509";"0052-006515";"9078";"V"
3;"";"Teil";"";"1";"1";"";"    Hydrozylinder 150 kN Hubkraft, 630 bar Arbeitsdruck | LUKAS | HP20-150";"5130T22509";"0052-006514";"9038";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Anhebeklaue, 150 kN Druckkraft";"5120T22652";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Fußplatte, ca. 80 cm² Auflagefläche";"5120T22706";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Verlängerungsrohr, 125 mm lg";"5120T22894";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Verlängerungsrohr, 250 mm lg";"5120T22895";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Verlängerungsrohr, 500 mm lg";"5120T22896";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Werkzeugsatz modellgebunden";"5180T21117";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Hebe-/Pressgerät";"7610T22638";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Hydrauliköl, 1 l, in Dose";"9150T22800";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Spreizer, hydraulisch, SP 30 (SE)";"5130T22022";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Spreizer, hydraulisch, SP 30 (SE)";"5130T22022";"0001-S024586";" ";"V"
3;"";"Satz";"";"1";"1";"";"    Kettensatz, Spreizer (SE)";"4010T22339";"0001-S024587";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Kette 1.800 mm lg, für Spreizer | WEBER | Kettensatz SP30LS";"4010T22338";"0001-024571";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Kette 1.800 mm lg, für Spreizer | WEBER | Kettensatz SP30LS";"4010T22338";"0001-024572";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Spreizer SP 30 hydraulisch | WEBER | SP35";"5130T22925";"0001-024573";"630";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Ersatzspitzen, Spreizer";"5120T22792";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Aufbewahrungskasten";"5140T22970";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Unterlegklotz, Hartholz, 300 x 120 x 40 mm";"5510T22309";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Spreizer, hydraulisch";"7610T22623";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Handschuhe, Feuerwehr-Schutz";"8415T22687";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Hydrauliköl, 1 l, in Dose";"9150T22800";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Schneidgerät, hydraulisch, S 90 (SE)";"5130T22023";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Schneidgerät, hydraulisch, S 90 (SE)";"5130T22023";"0001-S024801";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauchpaar 630 bar,  5 m lg, gelb, NW 6 | WEBER | NW 6 ND 630";"4720T22509";"0001-024779";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauchpaar 630 bar, 10 m lg, gelb, NW 6 | WEBER | NW 6 ND 630";"4720T22510";"0001-024780";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauchpaar 630 bar, 10 m lg, gelb, NW 6 | WEBER | NW 6 ND 630";"4720T22510";"0001-024781";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Höchstdruckschlauchpaar 630 bar, 10 m lg, rot, NW 6 | WEBER | NW 6 ND 630";"4720T22511";"0001-024782";" ";"V"
3;"";"Teil";"";"1";"1";"";"    Verteilerblock mit Umschaltventil | WEBER | F.EV 330";"4820T22526";"0001-024783";" ";"V"
3;"";"Satz";"";"1";"1";"";"    Hydraulik-Hochdruckaggregat mit Verbrennungsmotor (SE)";"5130T22927";"0001-S024802";"2295";"V"
4;"";"Teil";"";"1";"1";"";"      Motor Hydraulik-Hochdruckpumpe | KAWASAKI | FA76";"2805T22926";"0001-024784";" ";"V"
4;"";"Teil";"";"1";"1";"";"      Hydraulik-Hochdruckpumpe | WEBER | V-330";"5130T22926";"0758-000489";"2295";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Bedienungsanleitung für Hydraulikaggregat";"7610T91002";"---------------";"--------------------";"V"
4;"";"Gwm";"";"1 ";"1";"1";"      Hydrauliköl, 1 l, in Dose";"9150T22800";"---------------";"--------------------";"V"
3;"";"Teil";"";"1";"1";"";"    Schneidgerät S 90, hydraulisch | WEBER | S140-26 (US)";"5130T22933";"0001-024786";"1296";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Ersatzmesser für S 90";"5110T22555";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Schneidgerät, hydraulisch";"7610T22625";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Bedienungsanleitung Hydraulik-Hochdruckaggregat";"7610T22629";"---------------";"--------------------";"V"
3;"";"Gwm";"";"2 ";"2";"2";"    Handschuhe, Feuerwehr-Schutz";"8415T22687";"---------------";"--------------------";"V"
3;"";"Gwm";"";"1 ";"1";"1";"    Hydrauliköl, 1 l, in Dose";"9150T22800";"---------------";"--------------------";"V"
1;"";"Pos";"";"1";"1";"";"Metallbearbeitung; Bergung B1 / B 2  (SE)";"5180T00049";"";"";"V"
2;"";"Satz";"";"1";"1";"";"  Metallbearbeitung I (SE)";"5180T22026";"0758-S000172";" ";"A"
3;"";"Satz";"";"1";"1";"";"    Spiralbohrer-Satz, HSS (SE)";"5133T91955";"0758-S000173";" ";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 4 mm Ø, HSS, kurz";"5133T22964";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 4,5 mm Ø, HSS, kurz";"5133T22965";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 5 mm Ø, HSS, kurz";"5133T22966";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 5,5 mm Ø, HSS, kurz";"5133T22967";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 6 mm Ø, HSS, kurz";"5133T22968";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 6,5 mm Ø, HSS, kurz";"5133T22969";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 7 mm Ø, HSS, kurz";"5133T22970";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 7,5 mm Ø, HSS, kurz";"5133T22971";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 8 mm Ø, HSS, kurz";"5133T22972";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 9 mm Ø, HSS, kurz";"5133T22974";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 9,5 mm Ø, HSS, kurz";"5133T22975";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 10 mm Ø, HSS, kurz";"5133T22976";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 10,5 mm Ø, HSS, kurz";"5133T22977";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 11 mm Ø, HSS, kurz";"5133T22978";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 11,5 mm Ø, HSS, kurz";"5133T22979";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Spiralbohrer, Metall, 12 mm Ø, HSS, kurz";"5133T22980";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Stahlblechkasten zur Aufnahme der Spiralbohrer Metall";"5133T22983";"---------------";"--------------------";"A"
3;"";"Satz";"";"1";"1";"";"    Metallbearbeitung (SE)";"5180T22021";"0758-S000317";" ";"A"
4;"";"Satz";"";"1";"0";"";"      Ring-Maulschlüssel-Satz, 17-teilig, SW 6...22 mm (SE)";"5180T22784";"";"";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL  6";"5120T22306";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL  7";"5120T22307";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL  8";"5120T22308";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL  9";"5120T22309";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 10";"5120T22310";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 11";"5120T22311";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 12";"5120T22312";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 13";"5120T22313";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 14";"5120T22314";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 15";"5120T22315";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 16";"5120T22316";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 17";"5120T22317";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 18";"5120T22318";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 19";"5120T22319";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 20";"5120T22320";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 21";"5120T22321";"---------------";"--------------------";"F, A"
5;"";"Gwm";"";"0 ";"0";"1";"        Ring-Maulschlüssel BL 22";"5120T22322";"---------------";"--------------------";"F, A"
4;"";"Satz";"";"1";"1";"";"      Schraubendreher für Innensechskantschrauben (SE)";"5180T31996";"0758-S000318";" ";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  5 L, abgewinkelt";"5120T22830";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  6 L, abgewinkelt";"5120T22831";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  8 L, abgewinkelt";"5120T22832";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant, 10 L, abgewinkelt";"5120T22833";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant, 12 L, abgewinkelt";"5120T22834";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  2 L, abgewinkelt";"5120T22836";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  3 L, abgewinkelt";"5120T22840";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  4 L, abgewinkelt";"5120T22841";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  7 L, abgewinkelt";"5120T22850";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant,  9 L, abgewinkelt";"5120T22851";"---------------";"--------------------";"A"
5;"";"Gwm";"";"1 ";"1";"1";"        Schraubendreher, Sechskant, 11 L, abgewinkelt";"5120T22852";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Blechschere, DIN 6438, 250 mm lg";"5110T22539";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Dreikant-Feile, Hieb 2, 200 mm lg, 8 mm Ø";"5110T22547";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Dreikant-Hohlschaber 200 mm lg";"5110T22548";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Figurenschere 250 mm lg";"5110T22561";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Halbrund-Feile, Hieb 2, 200 x 21 x 6 mm, mit Griff";"5110T22572";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Hebel-Seitenschneider, 225 mm lg";"5110T22577";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kreuzmeißel 200 mm lang";"5110T22597";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Metall-Stichsäge, Sägeblattlänge 250 mm";"5110T22601";"---------------";"--------------------";"A"
4;"";"Gwm";"";"10 ";"10";"10";"      Metallsägeblatt, B 300 x 25 mm";"5110T22604";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Metallsägebügel, A DIN 6473";"5110T22606";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Rund-Feile, Hieb 2, 200 mm lg, 8 mm Ø";"5110T22614";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Feile, flachstumpf, Hieb 2, 200 x 20 x 3 mm, mit Griff";"5110T31552";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Flachmeißel A 200 DIN 6453, 200 mm lg";"5120T22446";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Durchtreiber D 120 x 12/4 mm";"5120T22684";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Einmaulschlüssel, 200 mm lg, Spannweite bis 23 mm";"5120T22696";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Feilkloben, 145 x 50 mm";"5120T22701";"---------------";"--------------------";"A"
4;"";"Gwm";"";"1 ";"1";"1";"      Kombinationszange, 200 mm lg";"5120T22737";"---------------";"--------------------";"A"
